Reported Date,Total Number of Dead and Missing,Coordinates
"January 18, 2022",1,"33.65427282, 7.421188"
"January 11, 2022",2,"24.61277072, 14.662784"
"May 19, 2022",2,"32.79276432, 12.677791"
"May 20, 2022",14,"35.01667431, 11.005554"
"May 22, 2022",4,"16.81282955, -92.806562"
"May 18, 2022",1,"32.94367496, 12.075112"
"May 21, 2022",3,"32.94367496, 12.075112"
"May 18, 2022",1,"30.68149745, 19.930333"
"May 24, 2022",7,"32.96603379, 12.46554"
"May 18, 2022",1,"38.31897648, 16.405955"
"May 2, 2022",2,"-18.30383814, -70.313275"
"May 12, 2022",11,"18.38482533, -67.472731"
"May 12, 2022",2,"28.69878999, -100.51005"
"May 15, 2022",1,"28.70353826, -100.512026"
"May 16, 2022",1,"-19.40229056, -68.428256"
"May 17, 2022",5,"28.6960464, -100.513926"
"May 16, 2022",1,"28.70294712, -100.499194"
"May 24, 2022",76,"34.59483841, 11.188245"
"May 24, 2022",1,"32.79459865, 13.742073"
"May 30, 2022",1,"32.79563233, 12.588118"
"May 16, 2022",7,"18.96745832, 12.875758"
"May 23, 2022",1,"51.01221717, 2.295049"
"May 29, 2022",1,"50.94286881, 1.886607"
"June 2, 2022",2,"32.81545615, 12.434809"
"June 3, 2022",10,"33.34965437, 12.469911"
"May 17, 2022",1,"53.65351553, 23.627685"
"May 23, 2022",2,"15.283877139615, 100.22511012158"
"May 23, 2022",67,"17.962247185449, 94.070537344256"
"June 2, 2022",1,"34.95898114, 32.310198"
"June 4, 2022",2,"41.06845762, 24.751579"
"June 4, 2022",1,"32.79373156, 12.611113"
"June 7, 2022",1,"32.77524951, 22.647642"
"June 8, 2022",5,"37.13257533, -1.202884"
"May 18, 2022",1,"29.31859056, -100.91665"
"May 16, 2022",1,"28.67428913, -100.505241"
"May 18, 2022",2,"14.96150862, -92.146592"
"May 19, 2022",1,"28.67814929, -100.505022"
"May 21, 2022",4,"16.78299385, -92.694434"
"May 21, 2022",7,"18.17068046, -94.132811"
"May 22, 2022",1,"28.7294014, -100.508269"
"May 25, 2022",6,"22.27026918, -101.129386"
"May 17, 2022",2,"28.69439313, -100.510954"
"May 26, 2022",4,"28.69439313, -100.510954"
"May 25, 2022",1,"28.69494588, -100.510988"
"May 29, 2022",1,"26.09948251, -98.281114"
"May 28, 2022",3,"28.70505078, -100.512282"
"May 13, 2022",1,"28.45849112, -100.356687"
"May 20, 2022",1,"28.69464231, -100.510945"
"May 5, 2022",1,"32.24207287, -112.916884"
"May 26, 2022",1,"29.3319648, -100.94015"
"June 4, 2022",2,"36.6981326, 3.207709"
"May 31, 2022",1,"32.54505785, -117.122474"
"May 24, 2022",1,"31.33926298, -109.558898"
"May 21, 2022",1,"28.68128001, -100.507709"
"May 20, 2022",8,"-20.24866595, -70.106344"
"June 2, 2022",1,"14.07381017, -85.999925"
"June 1, 2022",1,"14.87065438, -92.287888"
"June 4, 2022",1,"28.66177381, -100.540641"
"May 30, 2022",1,"31.49621116, -110.375629"
"June 3, 2022",1,"28.3230795, -99.273316"
"March 4, 2022",1,"13.86139462, -86.55353"
"May 24, 2022",1,"11.29206596, 49.175155"
"May 30, 2022",1,"11.96771443, 43.287182"
"May 30, 2022",1,"11.96771443, 43.287182"
"May 30, 2022",1,"11.96771443, 43.287182"
"May 17, 2022",1,"11.96771443, 43.287182"
"May 24, 2022",1,"11.10527337, 42.374821"
"June 11, 2022",1,"32.700278, 14.044444"
"June 10, 2022",3,"32.81432724, 12.453527"
"June 12, 2022",1,"32.81658058, 12.391906"
"June 9, 2022",3,"38.64112797, 1.45611"
"June 12, 2022",1,"41.02307738, 25.523696"
"June 8, 2022",18,"33.2084609, 11.51013"
"June 11, 2022",1,"29.48136619, -102.09038"
"June 11, 2022",1,"35.9167052, -5.369859"
"June 13, 2022",1,"41.24865272, 26.358058"
"June 9, 2022",1,"42.09417314, 27.297456"
"March 2, 2022",7,"18.49930764, -67.999657"
"January 6, 2022",1,"35.7072592, -0.638275"
"June 16, 2022",1,"43.67617301, 7.205781"
"March 1, 2022",1,"36.75530666, 3.058526"
"March 20, 2022",2,"22.91872955, -0.970115"
"April 6, 2022",1,"22.91872955, -0.970115"
"March 28, 2022",1,"45.4468533, 15.121324"
"May 24, 2022",1,"45.44192132, 15.232524"
"June 14, 2022",1,"32.79253304, 12.707597"
"June 15, 2022",1,"21.94530199, 23.373661"
"June 13, 2022",1,"31.32431725, 15.200359"
"June 14, 2022",1,"32.7856899, 21.406679"
"June 17, 2022",2,"32.7965366, 12.562769"
"June 17, 2022",1,"32.80673336, 12.503133"
"June 18, 2022",1,"31.51781642, 15.233058"
"January 3, 2022",1,"31.6293, -111.70682"
"January 3, 2022",1,"31.797837, -111.994462"
"January 4, 2022",1,"31.898564, -111.779072"
"January 5, 2022",1,"32.461864, -113.1821"
"January 6, 2022",1,"32.271, -113.1111"
"January 7, 2022",1,"31.96315, -111.74367"
"January 9, 2022",1,"31.688056, -109.104722"
"January 11, 2022",1,"32.4065, -111.58485"
"January 11, 2022",1,"32.40628, -111.58488"
"January 16, 2022",1,"31.949533, -112.42105"
"January 21, 2022",1,"31.58798, -110.83286"
"January 23, 2022",1,"31.85889, -112.66678"
"January 23, 2022",1,"31.51512592, -110.996554"
"January 24, 2022",1,"32.324, -112.476"
"January 31, 2022",1,"31.886042, -111.749883"
"February 6, 2022",1,"31.80825, -109.25396"
"February 2, 2022",1,"32.19593, -112.71383"
"February 5, 2022",1,"32.091183, -112.96065"
"February 14, 2022",1,"31.788611, -111.835278"
"February 19, 2022",1,"31.647921, -110.981998"
"February 19, 2022",1,"31.641436, -110.958247"
"February 19, 2022",1,"31.51278, -109.06393"
"February 21, 2022",1,"32.19954, -113.02175"
"February 23, 2022",1,"32.116455, -113.000737"
"February 25, 2022",1,"32.454817, -111.6165"
"March 1, 2022",1,"32.203833, -112.862133"
"March 7, 2022",1,"32.1628, -112.8812"
"March 7, 2022",1,"31.67987304, -111.060104"
"March 9, 2022",1,"32.17946, -113.05687"
"March 9, 2022",1,"32.20112, -113.05464"
"March 9, 2022",1,"32.19914, -113.05184"
"March 13, 2022",1,"31.44556, -109.38406"
"March 15, 2022",1,"31.811467, -112.40165"
"March 17, 2022",1,"31.362717, -109.75205"
"March 22, 2022",1,"31.740383, -111.832033"
"March 22, 2022",1,"31.78031, -111.81413"
"March 22, 2022",1,"31.997237, -112.705325"
"March 22, 2022",1,"32.10017, -113.20611"
"March 26, 2022",1,"32.06621, -111.41475"
"March 27, 2022",1,"31.744984, -110.908999"
"March 28, 2022",1,"31.422154, -110.659597"
"March 21, 2022",1,"31.37417, -109.77391"
"March 31, 2022",1,"31.61316, -111.57234"
"April 4, 2022",1,"31.792, -111.1377"
"April 5, 2022",1,"31.834453, -112.440992"
"April 6, 2022",1,"31.594686, -109.240338"
"April 12, 2022",1,"31.334049, -109.734019"
"April 20, 2022",1,"31.52124, -111.28947"
"April 22, 2022",1,"32.639945, -112.233112"
"April 22, 2022",1,"31.73384, -111.0195"
"April 23, 2022",1,"31.977, -112.963"
"April 23, 2022",1,"31.47278, -109.2778"
"April 26, 2022",1,"32.359573, -113.114043"
"April 27, 2022",1,"31.37215, -110.312517"
"April 29, 2022",1,"31.35755, -110.80747"
"May 2, 2022",1,"32.4581, -111.6586"
"March 9, 2022",1,"31.72405, -112.00395"
"May 10, 2022",1,"31.51512592, -110.996554"
"May 12, 2022",1,"31.85911, -111.451181"
"May 13, 2022",1,"31.840127, -112.129928"
"May 12, 2022",1,"31.85911, -111.451181"
"May 21, 2022",1,"31.86884, -111.40956"
"May 24, 2022",1,"31.339718, -109.558826"
"May 24, 2022",1,"32.252477, -110.963326"
"May 27, 2022",1,"31.54466, -109.6988"
"May 28, 2022",1,"31.70413, -111.77934"
"May 31, 2022",1,"31.903127, -111.962184"
"May 31, 2022",1,"31.937199, -111.938904"
"May 31, 2022",1,"32.280179, -111.591813"
"June 3, 2022",1,"31.904053, -111.975776"
"June 1, 2022",1,"32.35904, -113.11756"
"June 2, 2022",1,"31.8999891, -111.77021"
"June 1, 2022",1,"31.66515834, -111.253771"
"June 6, 2022",1,"31.8012, -110.9595"
"June 6, 2022",1,"31.982717, -112.1306"
"June 6, 2022",1,"31.3665, -110.007283"
"June 10, 2022",1,"31.6394, -111.800367"
"May 30, 2022",1,"31.72603826, -111.086212"
"June 2, 2022",1,"29.33401025, -100.942198"
"June 3, 2022",1,"26.09158987, -98.26727"
"June 5, 2022",2,"18.98535643, -69.028012"
"June 6, 2022",1,"32.71043852, -114.723249"
"June 8, 2022",2,"15.14518444, -92.467337"
"June 10, 2022",1,"11.22086376, -74.159847"
"June 11, 2022",2,"31.80453958, -106.541544"
"June 13, 2022",1,"31.58613425, -106.2871"
"June 14, 2022",1,"29.05463401, -100.088005"
"June 14, 2022",1,"31.68226282, -106.132154"
"June 19, 2022",2,"31.78421818, -106.527487"
"June 19, 2022",1,"31.81630738, -106.5725715"
"June 19, 2022",1,"31.596315, -106.200406"
"June 19, 2022",1,"31.65610033, -106.3198957"
"June 20, 2022",1,"28.68870413, -100.509633"
"June 22, 2022",3,"25.70398741, -99.537595"
"June 16, 2022",7,"1.205677, 104.073542"
"June 12, 2022",2,"31.03913124, -104.8201016"
"June 18, 2022",1,"43.2603628, -1.678618032"
"June 18, 2022",1,"31.78526936, -106.6102837"
"June 23, 2022",1,"24.85817318, 51.509315"
"June 25, 2022",1,"32.53161702, 20.5536"
"June 27, 2022",2,"32.84147171, 13.484024"
"June 24, 2022",23,"35.26706319, -2.952187"
"June 27, 2022",30,"33.41, 12.57"
"June 27, 2022",53,"29.33151323, -98.596078"
"June 27, 2022",15,"12.93071242, -16.751966"
"June 29, 2022",1,"32.77349043, 22.64526"
"June 30, 2022",1,"32.87959838, 13.401774"
"July 1, 2022",15,"33.10849385, 13.81829"
"June 29, 2022",20,"21.28966163, 22.798495"
"June 30, 2022",6,"33.67551479, 10.789969"
"June 29, 2022",2,"41.30146374, 22.428034"
"July 1, 2022",1,"24.80836914, -100.324368"
"July 1, 2022",1,"32.87959838, 13.401774"
"July 1, 2022",1,"32.72598744, 14.047436"
"July 2, 2022",1,"32.76375064, 22.655635"
"July 1, 2022",22,"33.21403451, 12.215903"
"July 3, 2022",3,"32.9098559, 12.440782"
"July 3, 2022",1,"32.82172568, 12.573547"
"July 4, 2022",1,"32.49685138, 14.617786"
"June 10, 2022",1,"26.88956442, -98.199947"
"June 30, 2022",4,"28.12466981, -99.329223"
"June 29, 2022",2,"26.23409404, -98.374869"
"July 2, 2022",1,"9.927986347, 78.129474"
"July 2, 2022",1,"46.17286825, 19.694719"
"June 9, 2022",1,"31.75401315, -106.470777"
"July 3, 2022",1,"38.38531151, 44.141943"
"June 7, 2022",1,"8.95, 46.433333"
"June 22, 2022",1,"11.27281814, 49.187186"
"June 12, 2022",1,"31.450057, -111.162071"
"June 13, 2022",1,"32.228715, -111.143768"
"June 13, 2022",1,"31.7444831, -112.091069"
"June 15, 2022",1,"31.971417, -112.065367"
"June 15, 2022",1,"31.35204, -109.59211"
"June 17, 2022",1,"31.813117, -112.48615"
"June 17, 2022",1,"31.88642, -111.75181"
"June 18, 2022",1,"31.788686, -111.062218"
"June 18, 2022",1,"31.78036, -111.067"
"June 21, 2022",1,"31.752033, -111.94445"
"June 22, 2022",1,"32.172488, -112.263997"
"June 22, 2022",1,"31.79791, -111.77168"
"June 22, 2022",1,"31.724553, -111.715543"
"June 26, 2022",1,"31.804629, -111.819084"
"June 29, 2022",1,"31.981232, -113.150887"
"June 29, 2022",1,"31.72563, -111.78658"
"June 30, 2022",1,"31.80071, -111.0671"
"June 30, 2022",1,"32.5016, -112.03763"
"June 30, 2022",1,"32.0753, -111.1719"
"July 6, 2022",1,"40.94052093, 26.322503"
"June 19, 2022",8,"37.35629868, 25.260743"
"June 21, 2022",8,"19.46324003, 13.06515"
"June 25, 2022",1,"28.70979772, -100.508187"
"June 23, 2022",1,"28.48111656, -100.714259"
"June 26, 2022",1,"-18.47952921, -70.310673"
"July 5, 2022",1,"32.80673336, 12.503133"
"July 3, 2022",1,"34.31768799, 11.645121"
"June 21, 2022",1,"24.53497844, -82.116158"
"June 30, 2022",4,"28.03990325, -99.350881"
"July 5, 2022",1,"28.70576523, -100.508034"
"July 5, 2022",1,"28.69753145, -100.510013"
"June 26, 2022",1,"14.08924792, -87.197252"
"June 29, 2022",1,"8.464861711, -77.693708"
"June 30, 2022",3,"16.02928897, -94.048248"
"July 3, 2022",1,"28.72372576, -100.508747"
"July 5, 2022",2,"28.89212522, -100.603345"
"May 26, 2022",4,"27.50956082, -99.52525"
"July 7, 2022",13,"26.60542172, 21.804786"
"July 9, 2022",1,"41.29236849, 26.465786"
"June 25, 2022",1,"45.4321457, 15.188587"
"June 30, 2022",10,"19.78996136, 13.015811"
"July 14, 2022",1,"32.82172494, 12.449996"
"June 9, 2022",1,"11.107169, 42.360709"
"June 18, 2022",1,"11.717483, 41.837055"
"June 26, 2022",1,"11.965845, 43.277713"
"June 24, 2022",1,"11.962294, 43.291485"
"June 15, 2022",1,"11.309535, 42.929851"
"June 10, 2022",1,"12.351767, 43.352072"
"June 16, 2022",1,"26.3086984, -98.247376"
"July 7, 2022",1,"28.68051066, -100.507527"
"July 10, 2022",1,"27.21696102, -98.158617"
"July 11, 2022",1,"-19.28245812, -68.633279"
"July 11, 2022",1,"1.197467944, -77.278662"
"June 18, 2022",1,"26.12977562, -98.30528"
"July 11, 2022",1,"8.423028835, -77.743478"
"July 5, 2022",1,"8.506247073, -77.912574"
"July 5, 2022",1,"28.69439313, -100.510954"
"July 14, 2022",2,"27.92798063, -15.360709"
"July 20, 2022",1,"35.88516491, -5.311594"
"July 16, 2022",1,"35.87972543, -5.334144"
"June 23, 2022",14,"32.83306599, 13.512123"
"July 6, 2022",3,"32.51054534, 14.482552"
"July 9, 2022",29,"32.94151948, 14.289261"
"July 8, 2022",1,"38.54283541, 26.089722"
"July 3, 2022",2,"8.443907717, -77.616875"
"July 15, 2022",1,"28.70536978, -100.512354"
"July 15, 2022",1,"28.69751486, -100.511072"
"July 15, 2022",1,"32.6710784, -115.508113"
"July 18, 2022",5,"25.62468235, -99.94464"
"July 19, 2022",1,"28.70536624, -100.508095"
"July 16, 2022",2,"10.62460568, 99.112142"
"July 7, 2022",9,"23.36665841, 32.160709"
"July 24, 2022",6,"33.18430326, 11.580736"
"July 23, 2022",5,"37.12770578, 18.034849"
"July 25, 2022",7,"33.08234422, 11.736541"
"July 25, 2022",6,"31.59200938, 20.185279"
"July 25, 2022",8,"28.05818829, -12.236452"
"July 27, 2022",12,"36.31036726, -0.237818"
"July 24, 2022",17,"25.79293458, -77.584162"
"July 24, 2022",1,"13.01811881, 44.896158"
"July 27, 2022",1,"32.80434454, 12.512183"
"July 27, 2022",2,"33.11950476, 11.705056"
"July 29, 2022",26,"32.81768564, 12.453429"
"July 27, 2022",16,"13.24976968, -86.35803"
"July 28, 2022",5,"18.08202428, -67.902395"
"July 26, 2022",1,"32.41142625, 15.125689"
"May 27, 2022",1,"27.83800508, -99.635717"
"June 9, 2022",1,"28.7229255, -100.502588"
"July 15, 2022",1,"32.66115982, -115.542127"
"July 16, 2022",1,"32.66848005, -115.520534"
"July 19, 2022",1,"28.70930995, -100.509214"
"July 19, 2022",1,"28.67632656, -100.503994"
"July 24, 2022",20,"25.79293458, -77.584162"
"July 20, 2022",1,"8.423028835, -77.743478"
"July 22, 2022",1,"8.648193957, -77.796094"
"July 22, 2022",1,"31.90608, -111.83519"
"May 24, 2022",1,"28.70474711, -100.509493"
"July 22, 2022",1,"31.55243411, -106.260569"
"July 18, 2022",1,"8.423028835, -77.743478"
"July 27, 2022",2,"31.863731, -106.64538"
"June 23, 2022",1,"40.92887946, 26.1171"
"July 11, 2022",1,"26.35701519, -98.797366"
"July 24, 2022",1,"31.77261948, -106.434413"
"June 27, 2022",1,"30.05227314, -102.427318"
"February 21, 2022",2,"25, 21.915806"
"March 14, 2022",1,"31.577463, 25.067267"
"March 23, 2022",1,"27.051286, 14.433904"
"August 4, 2022",1,"32.14606003, 23.35711"
"August 5, 2022",2,"21.004474, -17.867532"
"August 6, 2022",7,"24.407137, -81.513867"
"August 5, 2022",3,"46.609731, 19.466796"
"August 9, 2022",14,"36.815066, 2.959939"
"August 3, 2022",2,"32.80102709, 12.5219"
"August 8, 2022",3,"36.963239, 27.451066"
"August 8, 2022",1,"3.228199546, 100.7268416"
"July 21, 2022",1,"40.86274717, 25.89885"
"July 30, 2022",1,"36.89909801, 27.21936"
"August 10, 2022",3,"8.663374221, -77.451779"
"August 10, 2022",31,"35.037054, 28.611105"
"August 11, 2022",10,"34.891053, 11.328407"
"August 11, 2022",1,"27.658348, -15.78874"
"August 10, 2022",1,"18.126332, -94.478006"
"August 9, 2022",1,"41.252481, 26.397364"
"August 4, 2022",1,"32.54328, -117.03215"
"August 9, 2022",1,"28.647245, -100.474086"
"August 9, 2022",1,"28.973874, -100.247687"
"August 11, 2022",3,"41.134038, 24.137908"
"July 10, 2022",1,"11.2910791, 49.185927"
"August 8, 2022",1,"26.57204102, -99.213981"
"July 29, 2022",1,"18.09090758, -95.889095"
"July 30, 2022",1,"28.68121322, -100.507924"
"August 1, 2022",1,"28.81838863, -100.357817"
"August 1, 2022",1,"28.50939843, -100.319545"
"August 7, 2022",1,"28.78822555, -100.442965"
"July 31, 2022",1,"28.68121322, -100.507924"
"July 31, 2022",1,"28.68121322, -100.507924"
"August 2, 2022",1,"32.07855999, -106.961264"
"July 31, 2022",1,"20.45465183, -101.542271"
"June 20, 2022",1,"31.26566601, -106.307982"
"August 4, 2022",1,"29.39387934, -98.854696"
"August 4, 2022",1,"32.68750651, -111.441183"
"August 3, 2022",1,"28.68121322, -100.507924"
"August 3, 2022",1,"28.60553626, -100.452287"
"June 2, 2022",2,"32.35217948, -113.84158"
"August 5, 2022",1,"13.44656446, -86.724626"
"August 6, 2022",1,"16.55973556, -92.807452"
"August 11, 2022",1,"42.48434079, 19.9191792"
"August 9, 2022",17,"21.8948434, 24.9516869"
"August 8, 2022",3,"8.676181916, -77.53114404"
"August 13, 2022",3,"48.07163147, 17.07044753"
"August 12, 2022",8,"18.72890154, -97.41230487"
"August 4, 2022",1,"41.42060345, 26.62788904"
"July 27, 2022",3,"41.34207264, 26.53068797"
"August 7, 2022",1,"41.31532459, 26.46665828"
"August 9, 2022",1,"41.32067508, 26.46871821"
"August 12, 2022",1,"41.32067508, 26.46871821"
"August 14, 2022",3,"28.14759721, -14.01233473"
"August 15, 2022",1,"31.87820636, -106.6104682"
"August 14, 2022",1,"28.74158781, -100.5115921"
"August 16, 2022",1,"28.69367268, -100.5105726"
"August 17, 2022",3,"8.058172148, 99.89279446"
"May 31, 2022",1,"35.2871277, -2.922036"
"May 8, 2022",3,"35.35665555, -2.366098"
"August 19, 2022",1,"42.55166211, 21.900739"
"August 2, 2022",1,"26.24623802, -98.559408"
"July 19, 2022",1,"32.41202369, -111.25281"
"July 18, 2022",1,"32.284117, -111.522637"
"August 17, 2022",1,"28.743156, -100.515328"
"July 17, 2022",1,"33.04307, -114.810549"
"May 17, 2022",1,"26.144776, -98.290059"
"August 19, 2022",1,"20.515906, -100.902326"
"August 18, 2022",1,"28.680686, -100.507151"
"August 17, 2022",3,"28.70175, -100.510731"
"August 21, 2022",14,"53.129278, 47.413722"
"August 21, 2022",2,"18.335399, -64.693659"
"August 19, 2022",1,"35.292794, -2.908437"
"August 20, 2022",1,"35.319468, -2.952635"
"August 22, 2022",18,"26.54432227, -13.841435"
"August 21, 2022",1,"28.673803, -100.504031"
"August 23, 2022",1,"31.756235, -106.437599"
"August 23, 2022",2,"28.696799, -100.510212"
"August 23, 2022",5,"35.55654, 11.148574"
"August 21, 2022",3,"33.17869494, 11.490224"
"August 10, 2022",6,"33.938211, 7.590109"
"August 23, 2022",1,"19.040736, -98.077905"
"August 21, 2022",1,"16.787201, -95.066867"
"August 14, 2022",1,"28.120422, -15.444404"
"August 9, 2022",1,"41.251403, 26.364833"
"August 11, 2022",2,"42.06719, 27.160306"
"August 13, 2022",1,"41.288319, 26.464278"
"August 11, 2022",1,"41.13261, 25.969797"
"August 20, 2022",1,"41.08284, 26.312146"
"August 14, 2022",7,"36.20234, 11.532884"
"August 15, 2022",1,"31.87612169, -106.610471"
"August 18, 2022",1,"18.78552323, -96.514013"
"August 5, 2022",1,"28.69439313, -100.510954"
"August 21, 2022",1,"28.67598887, -100.505877"
"August 17, 2022",1,"28.615181, -72.484262"
"August 25, 2022",1,"8.071712737, -100.403907"
"August 25, 2022",1,"32.682189, -114.63571"
"August 14, 2022",5,"18.432935, -95.508878"
"July 28, 2022",1,"16.358606, -94.465623"
"August 12, 2022",2,"33.11950476, 11.705056"
"August 13, 2022",25,"33.0350156, 12.225295"
"August 27, 2022",21,"32.7065101, 20.935586"
"August 29, 2022",1,"32.81545615, 12.434809"
"August 24, 2022",1,"45.44494434, 9.557405"
"August 28, 2022",4,"15.15067925, 98.445619"
"August 27, 2022",1,"36.12912753, -5.44337"
"August 28, 2022",13,"37.93439938, 0.312594"
"September 1, 2022",4,"47.58439805, 17.030619"
"September 2, 2022",21,"32.98804394, 12.142747"
"August 26, 2022",1,"29.36868575, 23.953997"
"August 17, 2022",1,"28.67967913, -100.506575"
"August 25, 2022",1,"28.92597325, -99.928923"
"August 25, 2022",1,"32.45077052, -114.650595"
"August 20, 2022",1,"32.27009787, -113.582187"
"August 29, 2022",1,"28.812734, -100.54461"
"August 29, 2022",1,"15.6573485, -88.999973"
"January 8, 2022",2,"40.992025, 26.347466"
"April 20, 2022",1,"42.038168, 27.349453"
"April 13, 2022",1,"40.941172, 26.321768"
"June 16, 2022",2,"41.420306, 26.62732"
"July 7, 2022",2,"41.670849, 26.480625"
"July 8, 2022",1,"41.339151, 26.618384"
"August 26, 2022",1,"41.978678, 28.01007"
"September 4, 2022",4,"34.22145134, 10.691039"
"August 27, 2022",18,"38.63953389, 9.547641"
"September 5, 2022",1,"30.94999841, 66.433414"
"September 3, 2022",1,"30.94999841, 66.433414"
"September 3, 2022",1,"37.70176877, 27.18532"
"September 5, 2022",1,"28.26104543, -13.889064"
"September 7, 2022",1,"35.48098868, 24.016126"
"September 7, 2022",1,"35.35097737, -4.958829"
"April 9, 2022",1,"28.69749259, -100.511041"
"April 13, 2022",1,"26.03463634, -97.672268"
"September 8, 2022",20,"35.26735838, 11.283964"
"September 15, 2022",1,"32.36134834, 20.319971"
"September 15, 2022",1,"32.70329195, 20.931953"
"September 15, 2022",1,"32.79483412, 12.57296"
"September 18, 2022",3,"33.60111971, 11.067681"
"September 1, 2022",2,"26.07497153, -98.251882"
"September 1, 2022",1,"26.25766723, -98.595828"
"September 4, 2022",1,"26.18991745, -98.33119"
"August 30, 2022",1,"22.77858863, -102.620059"
"July 6, 2022",1,"-33.42857548, -70.664554"
"August 2, 2022",1,"36.95933519, -116.371791"
"September 12, 2022",6,"36.70254743, 14.856567"
"September 13, 2022",11,"36.58069137, 28.319872"
"September 11, 2022",1,"28.0969, -12.050617"
"September 12, 2022",1,"-15.32483122, 28.448918"
"August 7, 2022",1,"25.89370734, -97.496716"
"August 7, 2022",2,"28.711032, -100.50994"
"January 5, 2022",3,"8.552428039, -78.020445"
"August 5, 2022",7,"24.122296, -82.098687"
"September 13, 2022",1,"35.91669604, -5.371465"
"September 14, 2022",1,"35.886838, -5.316293"
"September 16, 2022",1,"35.886838, -5.316293"
"August 30, 2022",1,"28.697049, -100.516814"
"September 12, 2022",3,"8.423028, -77.743478"
"September 13, 2022",1,"25.682791, -100.30876"
"September 8, 2022",1,"41.538604, 26.596076"
"September 12, 2022",1,"41.357909, 26.312662"
"September 12, 2022",1,"35.48539, 12.603636"
"September 15, 2022",1,"33.883333, 14.083333"
"September 17, 2022",1,"34.35, 11.866667"
"September 16, 2022",1,"35.885424, -5.316259"
"September 16, 2022",1,"32.558079, -116.81952"
"September 16, 2022",6,"38.368356, 26.274039"
"September 15, 2022",1,"36.985376, 27.407107"
"August 6, 2022",1,"8.499912, -77.96646"
"September 10, 2022",1,"41.191902, 26.22267"
"August 25, 2022",1,"46.39666544, 15.583907"
"September 15, 2022",1,"41.097598, 26.129727"
"September 17, 2022",1,"42.017571, 26.779601"
"September 8, 2022",1,"41.982768, 26.719845"
"September 2, 2022",1,"41.491466, 26.605178"
"August 28, 2022",1,"41.125695, 26.139994"
"August 9, 2022",1,"41.049485, 26.072464"
"September 20, 2022",2,"31.85291729, 19.940263"
"September 21, 2022",1,"41.677164, 26.539736"
"September 18, 2022",1,"26.54678806, -13.842378"
"September 18, 2022",1,"8.467605, -77.691943"
"September 17, 2022",1,"8.464586, -77.698586"
"September 19, 2022",1,"8.64667, -77.685067"
"September 21, 2022",1,"31.74234, -106.400384"
"September 21, 2022",1,"8.451033, -77.642953"
"September 22, 2022",127,"34.853756, 35.856475"
"September 22, 2022",6,"37.136692, 26.906206"
"September 22, 2022",1,"28.50082, -100.12207"
"September 15, 2022",1,"14.6739, -92.14915"
"September 19, 2022",1,"28.59463, -100.42679"
"September 19, 2022",1,"28.8934, -100.60339"
"September 22, 2022",20,"10.258363, 103.151392"
"September 22, 2022",2,"35.718372, 11.032195"
"July 29, 2022",1,"41.309151, 22.453188"
"August 25, 2022",1,"46.384034, 15.580949"
"September 20, 2022",1,"22.196594, 114.298888"
"September 2, 2022",6,"23.06110581, -80.067489"
"August 31, 2022",1,"28.71843565, -100.507819"
"September 2, 2022",2,"28.72944506, -100.508211"
"September 1, 2022",9,"28.70529232, -100.511267"
"September 13, 2022",1,"32.65695147, 14.271473"
"August 31, 2022",2,"31.93124574, 19.959728"
"September 22, 2022",11,"10.25, 103.16"
"September 23, 2022",3,"38.82267025, 26.428837"
"September 24, 2022",7,"39.4884389, 26.429888"
"June 29, 2022",5,"35.1462367, 11.475845"
"August 7, 2022",1,"35.02745711, 11.0097"
"August 27, 2022",3,"34.97044368, 10.929642"
"September 23, 2022",1,"38.67804041, 26.748759"
"September 25, 2022",4,"38.32142938, -0.483072"
"September 28, 2022",32,"30.65639718, 18.342872"
"September 21, 2022",1,"8.551768158, -77.46560851"
"September 21, 2022",1,"31.7629126, -106.448685"
"September 22, 2022",1,"28.72143699, -100.508677"
"September 21, 2022",1,"7.545229261, -71.87472"
"September 12, 2022",1,"28.98337822, -103.306542"
"September 20, 2022",1,"28.70883877, -100.455188"
"September 26, 2022",1,"28.49072265, -100.118681"
"September 26, 2022",1,"28.69712523, -99.839827"
"September 25, 2022",1,"28.96967939, -100.630763"
"September 7, 2022",1,"32.74604627, -114.735326"
"May 16, 2022",8,"37.084923, 7.335336"
"September 28, 2022",19,"24.543914, -81.73581"
"September 30, 2022",1,"15.900628, -86.023686"
"October 2, 2022",33,"26.33427, -17.782911"
"October 2, 2022",3,"29.275346, -100.411145"
"October 2, 2022",1,"53.9006, 27.559"
"October 4, 2022",1,"31.7114, 106.2849"
"October 4, 2022",5,"21.395359, 91.890607"
"September 23, 2022",1,"31.115984, -105.374513"
"September 29, 2022",1,"16.373979, -94.167482"
"October 6, 2022",18,"39.20105159, 26.489914"
"October 5, 2022",15,"36.26991393, 23.080551"
"September 28, 2022",3,"14.072063, -86.315109"
"August 14, 2022",1,"14.885444, -92.294141"
"September 28, 2022",1,"28.70559, -100.511571"
"September 29, 2022",1,"27.391902, -99.433686"
"September 29, 2022",1,"13.035719, -86.902715"
"October 3, 2022",1,"37.652364, -0.647491"
"September 20, 2022",3,"35.846866, 10.690813"
"September 24, 2022",17,"33.52976304, 11.166863"
"March 25, 2022",1,"50.36343025, 3.517163"
"September 24, 2022",1,"4.64376528, -74.063626"
"September 27, 2022",1,"31.33566255, -109.522828"
